taxon,species,genus,family,order,class,superclass,subphylum,phylum,kingdom,name,common
Sergestes similis,similis,Sergestes,Sergestidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Sergestes similis,midwater shrimp
SERIOLA DUMERILI,dumerili,Seriola,Carangidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Seriola dumerili,greater amberjack
SERIOLA RIVOLIANA,,,,,,,,,,Seriola rivoliana,almaco jack
SERIOLA ZONATA,,,,,,,,,,Seriola zonata,banded rudderfish
SERRAICULUS PUMILIO,pumilio,Serraniculus,Serranidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Serraiculus pumilio,pygmy sea bass
SERRANUS ATROBRANCHUS,atrobranchus,Serranus,Serranidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Serranus atrobranchus,blackear bass
SERRANUS SUBLIGARIUS,,,,,,,,,,Serranus subligarius,belted sandfish
SERRAUS,NA,Serranus,Serranidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Serranus sp.,bass sp.
SERRAUS ATROBRACHUS,atrobranchus,Serranus,Serranidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Serranus atrobrachus,blackear bass
SERRAUS AULARIS,annularis,Serranus,Serranidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Serranus annularis,orangeback bass
SERRAUS OTOSPILUS,notospilus,Serranus,Serranidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Serranus notospilus,saddle bass
SERRAUS PHOEBE,phoebe,Serranus,Serranidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Serranus phoebe,tattler
SERRAUS SUBLIGARIUS,subligarius,Serranus,Serranidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Serranus subligarius,belted sandfish
SERRAUS TORTUGARUM,tortugarum,Serranus,Serranidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Serranus tortugarum,chalk bass
Serripes groenlandicus,groenlandicus,Serripes,Cardiidae,Veneroida,Bivalvia,NA,NA,Mollusca,Animalia,Serripes groenlandicus,Greenland cockle
Serripes laperousii,laperousii,Serripes,Cardiidae,Veneroida,Bivalvia,NA,NA,Mollusca,Animalia,Serripes laperousii,broad cockle
Serripes sp.,NA,Serripes,Cardiidae,Veneroida,Bivalvia,NA,NA,Mollusca,Animalia,Serripes spp.,cockle
Serripesgroenlandicus,groenlandicus,Serripes,Cardiidae,Veneroida,Bivalvia,NA,NA,Mollusca,Animalia,Serripes groenlandicus,Greenland cockle
SERRIVOMER BEANI,beanii,Serrivomer,Serrivomeridae,Anguilliformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Serrivomer beanii,sawtooth eel
SICYOIA BREVIROSTRIS,brevirostris,Sicyonia,Sicyoniidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Sicyoia brevirostris,brown rock shrimp
SICYOIA BURKEROADI,burkenroadi,Sicyonia,Sicyoniidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Sicyoia burkeroadi,spiny rock shrimp
SICYOIA DORSALIS,dorsalis,Sicyonia,Sicyoniidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Sicyoia dorsalis,lesser rock shrimp
SICYONIA BREVIROSTRIS,brevirostris,Sicyonia,Sicyoniidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Sicyonia brevirostris,brown rock shrimp
SICYONIA DORSALIS,dorsalis,Sicyonia,Sicyoniidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Sicyonia dorsalis,lesser rock shrimp
SICYONIA LAEVIGATA,,,,,,,,,,Sicyonia laevigata,
Siliqua alta,alta,Siliqua,Pharidae,Veneroida,Bivalvia,NA,NA,Mollusca,Animalia,Siliqua alta,Alaska razor
Sipuncula,NA,NA,NA,NA,NA,NA,NA,Sipuncula,Animalia,Sipuncula spp.,peanut worms
Solaster borealis,borealis,Crossaster,Solasteridae,Spinulosida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Crossaster borealis,grooved sun star
Solaster sp.,NA,Solaster,Solasteridae,Valvatida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Solaster spp.,sea stars
Solaster spp.,NA,Solaster,Solasteridae,Spinulosida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Solaster spp.,morning sunstar
Solaster stimpsoni,stimpsoni,Solaster,Solasteridae,Spinulosida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Solaster stimpsoni,Stimpson's sun star
Solastersp.,NA,Solaster,Solasteridae,Valvatida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Solaster spp.,sea stars
SOLENOCERA,NA,Solenocera,Solenoceridae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Solenocera spp.,shrimps
SOLEOCERA VIOSCAI,vioscai,Solenocera,Solenoceridae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Soleocera vioscai,humpback shrimp
Somniosus pacificus,pacificus,Somniosus,Dalatiidae,Squaliformes,Elasmobranchii,Pisces,Vertebrata,Chordata,Animalia,Somniosus pacificus,Pacific sleeper shark
Somniosuspacificus,pacificus,Somniosus,Dalatiidae,Squaliformes,Elasmobranchii,Pisces,Vertebrata,Chordata,Animalia,Somniosus pacificus,Pacific sleeper shark
SPEOCARCINUS CAROLINENSIS,,,,,,,,,,Speocarcinus carolinensis,carolinian squareback crab
SPHOEROIDES MACULATUS,,,,,,,,,,Sphoeroides maculatus,northern puffer
SPHOEROIDES NEPHELUS,,,,,,,,,,Sphoeroides nephelus,southern puffer
SPHOEROIDES PARVUS,parvus,Sphoeroides,Tetraodontidae,Tetraodontiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Sphoeroides parvus,least puffer
SPHOEROIDES SPENGLERI,,,,,,,,,,Sphoeroides spengleri,bandtail puffer
SPHYRAEA GUACHACHO,guachancho,Sphyraena,Sphyraenidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Sphyraena guachancho,guaguanche baracuda
SPHYRAENA BARRACUDA,,,,,,,,,,Sphyraena barracuda,great barracuda
SPHYRAENA BOREALIS,,,,,,,,,,Sphyraena borealis,northern sennet
SPHYRAENA GUACHANCHO,guachancho,Sphyraena,Sphyraenidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Sphyraena guachancho,guaguanche
SPHYRNA LEWINI,,,,,,,,,,Sphyrna lewini,scalloped hammerhead
SPHYRNA TIBURO,,,,,,,,,,Sphyrna tiburo,bonnethead
Spirinchus starksi,starksi,Spirinchus,Osmeridae,Osmeriformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Spirinchus starksi,night smelt
Spirinchus thaleichthys,thaleichthys,Spirinchus,Osmeridae,Osmeriformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Spirinchus thaleichthys,longfin smelt
SPIRONTOCARIS LILLJEBORGI,lilljeborgi,Spirontocaris,Hippolytidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Spirontocaris lilljeborgi,friendly blade shrimp
SPIRONTOCARIS SPINUS,spinus,Spirontocaris,Hippolytidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Spirontocaris spinus,parrot shrimp
SQUALUS ACANTHIAS,acanthias,Squalus,Squalidae,Squaliformes,Elasmobranchii,Pisces,Vertebrata,Chordata,Animalia,Squalus acanthias,spiny dogfish
Squalus acanthias,acanthias,Squalus,Squalidae,Squaliformes,Elasmobranchii,Pisces,Vertebrata,Chordata,Animalia,Squalus acanthias,spiny dogfish
Squalusacanthias,acanthias,Squalus,Squalidae,Squaliformes,Elasmobranchii,Pisces,Vertebrata,Chordata,Animalia,Squalus acanthias,spiny dogfish
SQUATINA DUMERIL,,,,,,,,,,Squatina dumeril,sand devil
SQUILLA CHYDAEA,chydaea,Squilla,Squillidae,Stomatopoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Squilla chydaea,offshore mantis shrimp
SQUILLA EMPUSA,empusa,Squilla,Squillidae,Stomatopoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Squilla empusa,mantis shrimp
Stegophiura ponderosa,ponderosa,Stegophiura,Ophiuridae,Ophiurida,Ophiuroidea,NA,Asterozoa,Echinodermata,Animalia,Stegophiura ponderosa,sea star
STELLIFER LACEOLATUS,lanceolatus,Stellifer,Sciaenidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Stellifer laceolatus,American stardrum
STELLIFER LANCEOLATUS,lanceolatus,Stellifer,Sciaenidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Stellifer lanceolatus,star drum
Stenobrachius leucopsarus,leucopsarus,Stenobrachius,Myctophidae,Myctophiformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Stenobrachius leucopsarus,northern lampfish
STENOTOMUS,,,,,,,,,,Stenotomus spp.,Stenotomus porgies
STENOTOMUS CAPRINUS,caprinus,Stenotomus,Sparidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Stenotomus caprinus,longspine porgy
STENOTOMUS CHRYSOPS,chrysops,Stenotomus,Sparidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Stenotomus chrysops,scup
Stenotomus chrysops,chrysops,Stenotomus,Sparidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Stenotomus chrysops,scup
STEORHYCHUS SETICORIS,seticornis,Stenorhynchus,Inachidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Steorhychus seticoris,yellowline arrow crab
STEOTOMUS CAPRIUS,caprinus,Stenotomus,Sparidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Stenotomus caprius,longspine porgy
STEPHANOLEPIS HISPIDA,,,,,,,,,,Stephanolepis hispida,planehead filefish
STEREOMASTIS SCULPTA,sculpta,Stereomastis,Polychelidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Stereomastis sculpta,flatback lobster
STOMIAS BOA FEROX,ferox,Stomias,Stomiidae,Stomiiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Stomias boa ferox,boa dragonfish
STOMOLOPHUS MELEAGRIS,,,,,,,,,,Stomolophus meleagris,cannonball jellyfish
Stomphia spp.,NA,Stomphia,Actinostolidae,Actiniaria,Anthozoa,NA,Anthozoa,Cnidaria,Animalia,Stomphia spp.,cowardly anemone
Strongylocentrotus droebachiensis,droebachiensis,Strongylocentrotus,Strongylocentrotidae,Camarodonta,Echinoidea,NA,Echinozoa,Echinodermata,Animalia,Strongylocentrotus droebachiensis,green sea urchin
Strongylocentrotus franciscanus,franciscanus,Strongylocentrotus,Strongylocentrotidae,Echinoida,Echinoidea,NA,Echinozoa,Echinodermata,Animalia,Strongylocentrotus franciscanus,red sea star
Strongylocentrotus spp.,NA,Strongylocentrotus,Strongylocentrotidae,Echinoida,Echinoidea,NA,Echinozoa,Echinodermata,Animalia,Strongylocentrotus spp.,sea urchins
Strongylocentrotusdroebachiensis,droebachiensis,Strongylocentrotus,Strongylocentrotidae,Camarodonta,Echinoidea,NA,Echinozoa,Echinodermata,Animalia,Strongylocentrotus droebachiensis,green sea urchin
STRONGYLURA,,,,,,,,,,Strongylura spp.,needlefishes
STRONGYLURA MARINA,,,,,,,,,,Strongylura marina,Atlantic needlefish
Styela rustica,rustica,Styela,Styelidae,Pleurogona,Ascidiacea,NA,Urochordata,Chordata,Animalia,Styela rustica,sea potato
Stylasterias forreri,forreri,Stylasterias,Asteriidae,Forcipulatida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Stylasterias forreri,velcro star
Stylatula sp.,NA,Stylatula,Virgulariidae,Pennatulacea,Anthozoa,NA,Anthozoa,Cnidaria,Animalia,Stylatula spp.,slender sea pen
SYACIUM GUNTERI,gunteri,Syacium,Paralichthyidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Syacium gunteri,shoal flounder
SYACIUM GUTERI,gunteri,Syacium,Paralichthyidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Syacium gunteri,shoal flounder
SYACIUM PAPILLOSUM,papillosum,Syacium,Paralichthyidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Syacium papillosum,dusky flounder
SYMPHURUS CIVITATUM,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symphurus civitatum,offshore tonguefish
SYMPHURUS DIOMEDIAUS,diomedeanus,Symphurus,Cynoglossidae,Pleuronectiformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Symphurus diomediaus,spottedfin tonguefish
SYMPHURUS PLAGIUSA,plagiusa,Symphurus,Cynoglossidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Symphurus plagiusa,blackcheek tonguefish
SYMPHURUS UROSPILUS,,,,,,,,,,Symphurus urospilus,spottail tonguefish
SYNALPHEUS FRITZMUELLERI,,,,,,,,,,Synalpheus fritzmuelleri,speckled snapping shrimp
SYNALPHEUS MINUS,,,,,,,,,,Synalpheus minus,minor snapping shrimp
SYNALPHEUS TOWNSENDI,,,,,,,,,,Synalpheus townsendi,Townsend snapping shrimp
SYNAPHOBRANCHUS KAUPI,kaupii,Synaphobranchus,Synaphobranchidae,Anguilliformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Synaphobranchus kaupii,northern cutthroat eel
SYNGNATHUS FLORIDAE,,,,,,,,,,Syngnathus floridae,dusky pipefish
SYNGNATHUS FUSCUS,,,,,,,,,,Syngnathus fuscus,northern pipefish
SYNGNATHUS LOUISIANAE,,,,,,,,,,Syngnathus louisianae,chain pipefish
SYNGNATHUS SPRINGERI,,,,,,,,,,Syngnathus springeri,bull pipefish
SYNODUS FOETENS,foetens,Synodus,Synodontidae,Aulopiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Synodus foetens,inshore lizardfish
SYNODUS POEYI,poeyi,Synodus,Synodontidae,Aulopiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Synodus poeyi,offshore lizardfish
SYODUS FOETES,foetens,Synodus,Synodontidae,Aulopiformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Syodus foetes,inshore lizardfish
SYODUS POEYI,poeyi,Synodus,Synodontidae,Aulopiformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Syodus poeyi,offshore lizardfish
Tactostoma macropus,macropus,Tactostoma,Stomiidae,Stomiiformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Tactostoma macropus,longfin dragonfish
TAUTOGA ONITIS,,,,,,,,,,Tautoga onitis,tautog
TAUTOGOLABRUS ADSPERSUS,adspersus,Tautogolabrus,Labridae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Tautogolabrus adspersus,cunner
Tautogolabrus adspersus,adspersus,Tautogolabrus,Labridae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Tautogolabrus adspersus,cunner
Tellina lutea,lutea,Tellina,Tellinidae,Veneroida,Bivalvia,NA,NA,Mollusca,Animalia,Tellina lutea,Alaska great tellin
Telmessus cheiragonus,cheiragonus,Telmessus,Cheiragonidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Telmessus cheiragonus,helmet crab
Telmessuscheiragonus,cheiragonus,Telmessus,Cheiragonidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Telmessus cheiragonus,helmet crab
Terebratalia transversa,transversa,Terebratalia,Laqueidae,Terebratulida,Rhynchonellata,NA,Rhynchonelliformea,Brachiopoda,Animalia,Terebratalia transversa,common lamp shell
Terebratellacea,NA,NA,NA,Terebratulida,Rhynchonellata,NA,Rhynchonelliformea,Brachiopoda,Animalia,Terebratellacea spp.,brachiopod
Thaleichthys pacificus,pacificus,Thaleichthys,Osmeridae,Osmeriformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Thaleichthys pacificus,eulachon
Thaleichthyspacificus,pacificus,Thaleichthys,Osmeridae,Osmeriformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Thaleichthys pacificus,eulachon
Thaliacea,NA,NA,NA,NA,Thaliacea,NA,Urochordata,Chordata,Animalia,Thaliacea spp.,pelagic tunicates
Theragra chalcogramma,chalcogrammus,Gadus,Gadidae,Gadiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Gadus chalcogrammus,walleye pollock
Theragrachalcogramma,chalcogrammus,Gadus,Gadidae,Gadiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Gadus chalcogrammus,walleye pollock
Thoracica,NA,NA,NA,NA,Maxillopoda,NA,Crustacea,Arthropoda,Animalia,Thoracica spp.,barnacles
Thrissacanthias penicillatus,penicillatus,Thrissacanthias,Astropectinidae,Paxillosida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Thrissacanthias penicillatus,sea star
Thyriscus anoplus,anoplus,Thyriscus,Cottidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Thyriscus anoplus,sponge sculpin
Tochuina tetraquetra,tetraquetra,Tochuina,Tritoniidae,Nudibranchia,Gastropoda,NA,NA,Mollusca,Animalia,Tochuina tetraquetra,giant orange tochui
Torpedo californica,californica,Torpedo,Torpedinidae,Torpediniformes,Elasmobranchii,Pisces,Vertebrata,Chordata,Animalia,Torpedo californica,Pacific electric ray
TORPEDO NOBILIANA,,,,,,,,,,Torpedo nobiliana,Atlantic torpedo
TRACHINOCEPHALUS MYOPS,,,,,,,,,,Trachinocephalus myops,snakefish
TRACHINOTUS CAROLINUS,,,,,,,,,,Trachinotus carolinus,Florida pompano
TRACHINOTUS FALCATUS,,,,,,,,,,Trachinotus falcatus,permit
TRACHURUS LATHAMI,lathami,Trachurus,Carangidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Trachurus lathami,rough scad
Trachurus symmetricus,symmetricus,Trachurus,Carangidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Trachurus symmetricus,jack mackerel
TRACHYPEEUS COSTRICTUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trachypeeus costrictus,roughneck shrimp
TRACHYPEEUS SIMILIS,similis,Rimapenaeus,Penaeidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Rimapenaeus similis,roughback shrimp
TRACHYPENEUS,NA,Trachypeneus,Penaeidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Trachypeneus spp.,trachypeneid shrimps
TRICHIURUS LEPTURUS,lepturus,Trichiurus,Trichiuridae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Trichiurus lepturus,Atlantic cutlassfish
Trichodon trichodon,trichodon,Trichodon,Trichodontidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Trichodon trichodon,Pacific sandfish
Trichodontrichodon,trichodon,Trichodon,Trichodontidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Trichodon trichodon,Pacific sandfish
TRICHOPSETTA VENTRALIS,ventralis,Trichopsetta,Bothidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Trichopsetta ventralis,sash flounder
TRICHOPSETTA VETRALIS,ventralis,Trichopsetta,Bothidae,Pleuronectiformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Trichopsetta vetralis,sash flounder
TRIECTES MACULATUS,maculatus,Trinectes,Achiridae,Pleuronectiformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Triectes maculatus,hogchoker
TRIGLOPS  SP,NA,Triglops,Cottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Triglops spp.,sculpins
TRIGLOPS  SP.,NA,Triglops,Cottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Triglops spp.,sculpins
Triglops forficata,forficatus,Triglops,Cottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Triglops forficatus,scissortail sculpin
Triglops macellus,macellus,Triglops,Cottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Triglops macellus,roughspine sculpin
Triglops pingeli,pingelii,Triglops,Cottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Triglops pingelii,ribbed sculpin
Triglops scepticus,scepticus,Triglops,Cottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Triglops scepticus,spectacled sculpin
Triglopsforficata,forficatus,Triglops,Cottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Triglops forficatus,scissortail sculpin
Triglopsmacellus,macellus,Triglops,Cottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Triglops macellus,roughspine sculpin
Triglopspingeli,pingelii,Triglops,Cottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Triglops pingelii,ribbed sculpin
Triglopsscepticus,scepticus,Triglops,Cottidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Triglops scepticus,spectacled sculpin
TRINECTES MACULATUS,,,,,,,,,,Trinectes maculatus,hogchoker
Tritonia diomedea,diomedea,Tritonia,Tritoniidae,Nudibranchia,Gastropoda,NA,NA,Mollusca,Animalia,Tritonia diomedea,rosy tritonia
Tritonia sp.,NA,Tritonia,Tritoniidae,Nudibranchia,Gastropoda,NA,NA,Mollusca,Animalia,Tritonia spp.,nudibranch
Tunicata,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tunicata spp.,tunicates
UMBRINA COROIDES,,,,,,,,,,Umbrina coroides,sand drum
UPEEUS PARVUS,parvus,Upeneus,Mullidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Upeeus parvus,dwarf goatfish
UPENEUS PARVUS,parvus,Upeneus,Mullidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Upeneus parvus,dwarf goatfish
URASPIS SECUNDA,,,,,,,,,,Uraspis secunda,cottonmouth jack
UROPHYCIS CHESTERI,chesteri,Phycis,Phycidae,Gadiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Phycis chesteri,longfin hake
UROPHYCIS CHUSS,chuss,Urophycis,Phycidae,Gadiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Urophycis chuss,red hake
Urophycis chuss,chuss,Urophycis,Phycidae,Gadiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Urophycis chuss,red hake
UROPHYCIS CIRRATUS,cirrata,Urophycis,Phycidae,Gadiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Urophycis cirrata,Gulf hake
UROPHYCIS EARLLII,,,,,,,,,,Urophycis earllii,Carolina hake
UROPHYCIS FLORIDANA,,,,,,,,,,Urophycis floridana,southern hake
UROPHYCIS FLORIDANUS,floridana,Urophycis,Phycidae,Gadiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Urophycis floridana,southern hake
UROPHYCIS FLORIDAUS,floridana,Urophycis,Phycidae,Gadiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Urophycis floridana,southern hake
UROPHYCIS REGIA,regia,Urophycis,Phycidae,Gadiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Urophycis regia,spotted hake
Urophycis regia,regia,Urophycis,Phycidae,Gadiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Urophycis regia,spotted hake
UROPHYCIS TENUIS,tenuis,Urophycis,Phycidae,Gadiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Urophycis tenuis,white hake
Urophycis tenuis,tenuis,Urophycis,Phycidae,Gadiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Urophycis tenuis,white hake
Urticina crassicornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Urticina crassicornis,mottled anemone
Urticina spp.,NA,Urticina,Actiniidae,Actiniaria,Anthozoa,NA,Anthozoa,Cnidaria,Animalia,Urticina spp.,sea anemone
Volutopsius fragilis,fragilis,Volutopsius,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Mollusca,Animalia,Volutopsius fragilis,fragile whelk
Volutopsius sp.,NA,Volutopsius,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Mollusca,Animalia,Volutopsius spp.,true whelks
Volutopsiussp.,NA,Volutopsius,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Mollusca,Animalia,Volutopsius spp.,true whelks
Xeneretmus latifrons,latifrons,Xeneretmus,Agonidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Xeneretmus latifrons,blacktip poacher
XIPHOPEAEUS KROYERI,kroyeri,Xiphopenaeus,Penaeidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Xiphopenaeus kroyeri,Atlantic seabob
XIPHOPENAEUS KROYERI,,,,,,,,,,Xiphopenaeus kroyeri,Alantic seabob
Zalembius rosaceus,rosaceus,Zalembius,Embiotocidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Zalembius rosaceus,pink seaperch
Zaniolepis latipinnis,latipinnis,Zaniolepis,Hexagrammidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Zaniolepis latipinnis,longspine combfish
Zaprora silenus,silenus,Zaprora,Zaproridae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Zaprora silenus,prowfish
Zaprorasilenus,silenus,Zaprora,Zaproridae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Zaprora silenus,prowfish
Zoarces americanus,americanus,Zoarces,Zoarcidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Zoarces americanus,ocean pout
ZOARCIDAE,NA,NA,Zoarcidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Zoarcidae spp.,eelpouts
Zoroaster evermanni,evermanni,Sagenaster,Zoroasteridae,Forcipulatida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Sagenaster evermanni,sea star
LIMANDA FERRUGINEA ,ferruginea,Limanda,Pleuronectidae,Pleuronectiformes,Actinopterygii,NA,NA,NA,NA,Limanda ferruginea,Yellowtail flounder
PSEUDOPLEURONECTES AMERICANUS ,americanus,Pseudopleuronectes,Pleuronectidae,Pleuronectiformes,Actinopterygii,NA,NA,NA,NA,Pseudopleuronectes americanus,Winter flounder
PETROMYZON MARINUS,marinus,Petromyzon,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,NA,NA,NA,NA,Petromyzon marinus,Sea lamprey
TRIGLOPS MURRAYI,murrayi,Triglops,Cottidae,Scorpaeniformes,Actinopterygii,NA,NA,NA,NA,Triglops murrayi,Moustache sculpin
SCOMBERESOX SAURUS,saurus,Scomberesox,Scomberesocidae,Beloniformes,Actinopterygii,NA,NA,NA,NA,Scomberesox saurus,Atlantic saury
ECHIOPHIS INTERTINCTUS,intertinctus,Echiophis,Ophichthidae,Anguilliformes,Actinopterygii,NA,NA,NA,NA,Echiophis intertinctus,Spotted spoon-nose eel
